Ano;Trimestre;Establecimiento;Indicador;Meta;Numerador;Denominador;Resultado;Cumplimiento;Ponderador
2016;4;Hospital de Huepil;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;2434;2434;1,00;1,00;0,20
2016;4;Hospital de Huepil;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;1,00;1017;802;1,27;1,00;0,20
2016;4;Hospital de Huepil;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,50;61;89;0,69;1,00;0,20
2016;4;Hospital de Mulchen;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,67;2408;3196;0,75;1,00;0,20
2016;4;Hospital de Mulchen;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,44;763;1771;0,43;0,98;0,20
2016;4;Hospital de Mulchen;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Hospital de Mulchen;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Hospital de Mulchen;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;2056;2056;1,00;1,00;0,20
2016;4;Hospital de Mulchen;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;1,00;1303;1163;1,12;1,00;0,20
2016;4;Hospital de Mulchen;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,50;123;182;0,68;1,00;0,20
2016;4;Hospital de Nacimiento;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,67;2269;3432;0,66;0,99;0,20
2016;4;Hospital de Nacimiento;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,48;863;1923;0,45;0,93;0,20
2016;4;Hospital de Nacimiento;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Hospital de Nacimiento;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Hospital de Nacimiento;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;1688;1688;1,00;1,00;0,20
2016;4;Hospital de Nacimiento;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;1,00;849;745;1,14;1,00;0,20
2016;4;Hospital de Nacimiento;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,50;113;144;0,78;1,00;0,20
2016;4;Hospital de Laja;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,64;1669;2702;0,62;0,97;0,20
2016;4;Hospital de Laja;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,43;577;1324;0,44;1,00;0,20
2016;4;Hospital de Laja;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Hospital de Laja;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Hospital de Laja;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;2554;2556;1,00;1,00;0,20
2016;4;Hospital de Laja;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;1,00;1509;1272;1,19;1,00;0,20
2016;4;Hospital de Laja;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,50;92;149;0,62;1,00;0,20
2016;4;Hospital de Santa Bárbara;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,65;830;1214;0,68;1,00;0,20
2016;4;Hospital de Santa Bárbara;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,45;244;540;0,45;1,00;0,20
2016;4;Hospital de Santa Bárbara;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Hospital de Santa Bárbara;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Hospital de Santa Bárbara;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;1641;1641;1,00;1,00;0,20
2016;4;Hospital de Santa Bárbara;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;1,00;1206;1071;1,13;1,00;0,20
2016;4;Hospital de Santa Bárbara;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,50;92;107;0,86;1,00;0,20
2016;4;Hospital de Yumbel;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,69;1240;1786;0,69;1,00;0,20
2016;4;Hospital de Yumbel;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,57;539;937;0,58;1,00;0,20
2016;4;Hospital de Yumbel;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Hospital de Yumbel;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Hospital de Yumbel;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;1512;1512;1,00;1,00;0,20
2016;4;Hospital de Yumbel;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;1,00;1159;1198;0,97;0,97;0,20
2016;4;Hospital de Yumbel;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,50;85;119;0,71;1,00;0,20
2016;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,82;723;741;0,98;1,00;0,10
2016;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;6,00;102698;18807;5,46;1,00;0,15
2016;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;16000;16000;1,00;1,00;0,15
2016;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;1,00;75860;70036;1,08;1,00;0,20
2016;4;Complejo Asistencial Dr. Victor Rios Ruiz;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,50;908;1569;0,58;1,00;0,15
2016;4;Dirección Servicio de Salud Biobio;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Dirección Servicio de Salud Biobio;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Dirección Servicio de Salud Biobio;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Dirección Servicio de Salud Biobio;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Dirección Servicio de Salud Biobio;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;1,00;27885;27887;1,00;1,00;0,20
2016;4;Dirección Servicio de Salud Biobio;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;1,00;0;0;NO APLICA;NO APLICA;0,00
2016;4;Dirección Servicio de Salud Biobio;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,50;95;189;0,50;1,00;0,20
2017;4;Hospital de Huepil;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,65;880;1351;0,65;1,00;0,15
2017;4;Hospital de Huepil;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,47;339;707;0,48;1,00;0,15
2017;4;Hospital de Huepil;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,72;519;707;0,73;1,00;0,15
2017;4;Hospital de Huepil;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Huepil;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;0,00;0;0;0,00;0,00;0,00
2017;4;Hospital de Huepil;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;0,00;0;0;0,00;NO APLICA;0,00
2017;4;Hospital de Huepil;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Mulchen;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,72;2332;3180;0,73;1,00;0,15
2017;4;Hospital de Mulchen;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,42;682;1869;0,36;0,87;0,15
2017;4;Hospital de Mulchen;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,67;1456;1869;0,78;1,00;0,15
2017;4;Hospital de Mulchen;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Mulchen;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;0,00;0;0;0,00;0,00;0,00
2017;4;Hospital de Mulchen;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;0,00;0;0;0,00;NO APLICA;0,00
2017;4;Hospital de Mulchen;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Nacimiento;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,65;2428;3424;0,71;1,00;0,15
2017;4;Hospital de Nacimiento;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,43;956;2018;0,47;1,00;0,15
2017;4;Hospital de Nacimiento;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,67;1383;2018;0,69;1,00;0,15
2017;4;Hospital de Nacimiento;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Nacimiento;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;0,00;0;0;0,00;0,00;0,00
2017;4;Hospital de Nacimiento;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;0,00;0;0;0,00;NO APLICA;0,00
2017;4;Hospital de Nacimiento;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Laja;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,65;1707;2731;0,63;1,00;0,15
2017;4;Hospital de Laja;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,43;691;1504;0,46;1,00;0,15
2017;4;Hospital de Laja;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,67;882;1504;0,59;0,88;0,15
2017;4;Hospital de Laja;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Laja;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;0,00;0;0;0,00;0,00;0,00
2017;4;Hospital de Laja;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;0,00;0;0;0,00;NO APLICA;0,00
2017;4;Hospital de Laja;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Santa Bárbara;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,68;861;1184;0,73;1,00;0,15
2017;4;Hospital de Santa Bárbara;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,45;321;541;0,59;1,00;0,15
2017;4;Hospital de Santa Bárbara;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,67;434;541;0,80;1,00;0,15
2017;4;Hospital de Santa Bárbara;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Santa Bárbara;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;0,00;0;0;0,00;0,00;0,00
2017;4;Hospital de Santa Bárbara;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;0,00;0;0;0,00;NO APLICA;0,00
2017;4;Hospital de Santa Bárbara;META 7: % de funcionarios regidos por el Estatuto Administrativo, capacitados durante el año 2016 en al menos en una actividad de capacitación pertinente en alguno de los siguientes ámbitos: Fortalecimiento del Régimen de Garantías en Salud, Modelo de Atención y Gestión en Red Asistencial, Mejoramiento de la Calidad de la Atención y Trato al Usuario y Desarrollo de la Gestión Administrativa Física y Financiera.;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Yumbel;META 1:PORCENTAJE DE PACIENTES HIPERTENSOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MÁS AÑOS EN EL NIVEL PRIMARIO;0,69;1311;1850;0,71;0,96;0,15
2017;4;Hospital de Yumbel;META 2: PORCENTAJE DE PACIENTES DIABETICOS COMPENSADOS BAJO CONTROL EN EL GRUPO ENTRE 15 Y MAS AÑOS EN EL NIVEL PRIMARIO;0,55;601;1021;0,59;1,00;0,15
2017;4;Hospital de Yumbel;META 3: ALTAS DE TRATAMIENTO EN EMBARAZADAS QUE ACCEDAN A PRIMERA CONSULTA ODONTOLOGICA DE ESPECIALIDADES EN ESTABLECIMIENTOS DE NIVEL SECUNDARIO Y TERCIARIO;0,67;687;1021;0,67;1,00;0,15
2017;4;Hospital de Yumbel;META 4: PROMEDIO DIAS DE ESTADA HOSPITALIZACIÓN EN ESTABLECIMIENTOS DE ALTA COMPLEJIDAD;0,00;0;0;NO APLICA;NO APLICA;0,00
2017;4;Hospital de Yumbel;META 5: CUMPLIMIENTO INICIO DE TRATAMIENTO EN LOS CASOS VIGENTES, CON INDICACION DE TRATAMIENTO, EN LOS  QUE SE CUMPLEN LAS GARANTIAS DE OPORTUNIDAD DE INICIO DE TRATAMIENTO;0,00;0;0;0,00;0,00;0,00
2017;4;Hospital de Yumbel;META 6: ATENCIONES TRAZADORAS DE TRATAMIENTO GES OTORGADAS SEGÚN LO PROGRAMADO DE ATENCIONES TRAZADORAS DE TRATAMIENTO GES EN CONTRATO PPV PARA EL AÑO 2016;0,00;0;0;0,00;NO APLICA;0,00
